desc,municipio,aglomeracion_urbana,estado
Relación de dependencia de la tercera edad,73.49,73.26,Bahía de Banderas
Aglomeración económica,58.08,61.03,Bahía de Banderas
Densidad económica,58.08,61.03,Bahía de Banderas
Empleo,70.78,74.98,Bahía de Banderas
Tasa de desempleo,72.7,76.09,Bahía de Banderas
Relación empleo-población,68.87,73.88,Bahía de Banderas
INFRAESTRUCTURA DE DESARROLLO,65.06,63.27,Bahía de Banderas
Infraestructura de vivienda,75.31,76.61,Bahía de Banderas
Vivienda durable,84.5,80.26,Bahía de Banderas
Acceso a agua mejorada,94.52,95.74,Bahía de Banderas
Espacio habitable suﬁciente,100.0,100.0,Bahía de Banderas
Densidad poblacional,22.23,30.43,Bahía de Banderas
Infraestructura social,44.34,54.84,Bahía de Banderas
Densidad de médicos,44.34,54.84,Bahía de Banderas
Infraestructura de comunicaciones,32.64,57.95,Bahía de Banderas
Acceso a Internet,21.85,72.45,Bahía de Banderas
Velocidad de banda ancha promedio,43.44,43.44,Bahía de Banderas
Movilidad urbana,92.07,42.79,Bahía de Banderas
Longitud de transporte masivo,,,Bahía de Banderas
Fatalidades de tránsito,92.07,42.79,Bahía de Banderas
Forma urbana,80.95,84.18,Bahía de Banderas
Densidad de la interconexión vial,84.35,100.0,Bahía de Banderas
Densidad vial,79.82,83.09,Bahía de Banderas
Superﬁcie destinada a vías,78.68,69.46,Bahía de Banderas
CALIDAD DE VIDA,62.8,64.0,Bahía de Banderas
Salud,62.74,62.62,Bahía de Banderas
Esperanza de vida al nacer,69.43,70.64,Bahía de Banderas
Tasa de mortalidad de menores de 5 años,56.04,54.6,Bahía de Banderas
Educación,84.71,84.1,Bahía de Banderas
Tasa de alfabetización,94.07,95.42,Bahía de Banderas
Promedio de años de escolaridad,75.36,72.79,Bahía de Banderas
Seguridad y protección,73.44,70.73,Bahía de Banderas
Tasa de homicidios,73.44,70.73,Bahía de Banderas
Espacio público,30.31,38.53,Bahía de Banderas
Accesibilidad al espacio público abierto,52.28,70.25,Bahía de Banderas
Áreas verdes per cápita,8.35,6.81,Bahía de Banderas
EQUIDAD E INCLUSIÓN SOCIAL,68.61,70.81,Bahía de Banderas
Equidad económica,47.14,44.84,Bahía de Banderas
Coeﬁciente de Gini,52.94,53.6,Bahía de Banderas
Tasa de pobreza,41.35,36.08,Bahía de Banderas
Inclusión social,82.69,83.68,Bahía de Banderas
Viviendas en barrios precarios,91.36,90.98,Bahía de Banderas
Desempleo juvenil,74.01,76.38,Bahía de Banderas
Inclusión de género,75.98,83.92,Bahía de Banderas
Inscripción equitativa en educación a nivel secundario,75.98,83.92,Bahía de Banderas
SOSTENIBILIDAD AMBIENTAL,47.89,46.26,Bahía de Banderas
Calidad del aire,47.03,42.03,Bahía de Banderas
Número de estaciones de monitoreo,0.0,0.0,Bahía de Banderas
Concentraciones de material particulado,95.0,80.0,Bahía de Banderas
Concentración de CO2,46.08,46.08,Bahía de Banderas
Manejo de residuos,96.64,96.74,Bahía de Banderas
Recolección de residuos sólidos,93.28,93.48,Bahía de Banderas
Tratamiento de aguas residuales,100.0,100.0,Bahía de Banderas
Energía,0.0,0.0,Bahía de Banderas
Proporción de generación de energía renovable,0.0,0.0,Bahía de Banderas
GOBERNANZA Y LEGISLACIÓN URBANA,55.11,49.24,Bahía de Banderas
Participación y rendición de cuentas,51.98,46.57,Bahía de Banderas
Participación electoral,51.98,46.57,Bahía de Banderas
Capacidad institucional y ﬁnanzas municipales,81.08,68.88,Bahía de Banderas
Recaudación de ingresos propios,94.55,70.28,Bahía de Banderas
Deuda subnacional,49.69,36.67,Bahía de Banderas
Eﬁciencia del gasto local,99.0,99.68,Bahía de Banderas
Gobernanza de la urbanización,32.28,32.28,Bahía de Banderas
Eﬁciencia en el uso de suelo,32.28,32.28,Bahía de Banderas
PRODUCTIVIDAD,71.47,66.09,Apodaca
Crecimiento económico,70.98,59.52,Apodaca
Producto urbano per cápita,48.17,58.75,Apodaca
Relación de dependencia de la tercera edad,93.78,60.29,Apodaca
Aglomeración económica,69.52,76.14,Apodaca
Densidad económica,69.52,76.14,Apodaca
Empleo,73.9,69.19,Apodaca
Tasa de desempleo,80.11,79.15,Apodaca
Relación empleo-población,67.68,59.24,Apodaca
INFRAESTRUCTURA DE DESARROLLO,55.57,60.21,Apodaca
Infraestructura de vivienda,83.39,82.65,Apodaca
Vivienda durable,98.57,95.4,Apodaca
Acceso a agua mejorada,97.36,94.0,Apodaca
Espacio habitable suﬁciente,100.0,100.0,Apodaca
Densidad poblacional,37.63,41.19,Apodaca
Infraestructura social,34.39,53.76,Apodaca
Densidad de médicos,34.39,53.76,Apodaca
Infraestructura de comunicaciones,37.28,38.89,Apodaca
Acceso a Internet,31.11,34.35,Apodaca
Velocidad de banda ancha promedio,43.44,43.44,Apodaca
Movilidad urbana,47.62,53.59,Apodaca
Longitud de transporte masivo,0.0,18.66,Apodaca
Fatalidades de tránsito,95.24,88.52,Apodaca
Forma urbana,75.15,72.14,Apodaca
Densidad de la interconexión vial,100.0,100.0,Apodaca
Densidad vial,62.92,55.8,Apodaca
Superﬁcie destinada a vías,62.54,60.63,Apodaca
CALIDAD DE VIDA,67.2,66.67,Apodaca
Salud,66.34,67.08,Apodaca
Esperanza de vida al nacer,73.19,73.19,Apodaca
Tasa de mortalidad de menores de 5 años,59.49,60.97,Apodaca
Educación,93.6,95.22,Apodaca
Tasa de alfabetización,96.42,95.8,Apodaca
Promedio de años de escolaridad,90.79,94.63,Apodaca
Seguridad y protección,65.33,61.63,Apodaca
Tasa de homicidios,65.33,61.63,Apodaca
Espacio público,43.51,42.78,Apodaca
Accesibilidad al espacio público abierto,45.45,54.65,Apodaca
Áreas verdes per cápita,41.57,30.91,Apodaca
EQUIDAD E INCLUSIÓN SOCIAL,79.05,77.3,Apodaca
Equidad económica,58.14,57.6,Apodaca
Coeﬁciente de Gini,60.33,59.06,Apodaca
Tasa de pobreza,55.96,56.14,Apodaca
Inclusión social,83.94,83.03,Apodaca
Viviendas en barrios precarios,97.29,95.92,Apodaca
Desempleo juvenil,70.58,70.14,Apodaca
Inclusión de género,95.08,91.25,Apodaca
Inscripción equitativa en educación a nivel secundario,95.08,91.25,Apodaca
SOSTENIBILIDAD AMBIENTAL,39.59,48.64,Apodaca
Calidad del aire,19.53,48.69,Apodaca
Número de estaciones de monitoreo,12.5,100.0,Apodaca
Concentraciones de material particulado,0.0,0.0,Apodaca
Concentración de CO2,46.08,46.08,Apodaca
Manejo de residuos,99.24,97.23,Apodaca
Recolección de residuos sólidos,98.48,94.47,Apodaca
Tratamiento de aguas residuales,100.0,100.0,Apodaca
Energía,0.0,0.0,Apodaca
Proporción de generación de energía renovable,0.0,0.0,Apodaca
GOBERNANZA Y LEGISLACIÓN URBANA,33.38,39.95,Apodaca
Participación y rendición de cuentas,53.71,57.48,Apodaca
Participación electoral,53.71,57.48,Apodaca
Capacidad institucional y ﬁnanzas municipales,46.43,62.36,Apodaca
Recaudación de ingresos propios,20.8,27.23,Apodaca
Deuda subnacional,21.49,60.99,Apodaca
Eﬁciencia del gasto local,97.0,98.87,Apodaca
Gobernanza de la urbanización,0.0,0.0,Apodaca
Eﬁciencia en el uso de suelo,0.0,0.0,Apodaca
PRODUCTIVIDAD,68.96,66.09,Cadereyta Jiménez
Crecimiento económico,60.09,59.52,Cadereyta Jiménez
Producto urbano per cápita,66.38,58.75,Cadereyta Jiménez
Relación de dependencia de la tercera edad,53.81,60.29,Cadereyta Jiménez
Aglomeración económica,78.22,76.14,Cadereyta Jiménez
Densidad económica,78.22,76.14,Cadereyta Jiménez
Empleo,68.55,69.19,Cadereyta Jiménez
Tasa de desempleo,86.22,79.15,Cadereyta Jiménez
Relación empleo-población,50.89,59.24,Cadereyta Jiménez
INFRAESTRUCTURA DE DESARROLLO,48.81,60.21,Cadereyta Jiménez
Infraestructura de vivienda,80.94,82.65,Cadereyta Jiménez
Vivienda durable,98.34,95.4,Cadereyta Jiménez
Acceso a agua mejorada,97.7,94.0,Cadereyta Jiménez
Espacio habitable suﬁciente,100.0,100.0,Cadereyta Jiménez
Densidad poblacional,27.73,41.19,Cadereyta Jiménez
Infraestructura social,53.13,53.76,Cadereyta Jiménez
Densidad de médicos,53.13,53.76,Cadereyta Jiménez
Infraestructura de comunicaciones,32.76,38.89,Cadereyta Jiménez
Acceso a Internet,22.07,34.35,Cadereyta Jiménez
Velocidad de banda ancha promedio,43.44,43.44,Cadereyta Jiménez
Movilidad urbana,40.95,53.59,Cadereyta Jiménez
Longitud de transporte masivo,0.0,18.66,Cadereyta Jiménez
Fatalidades de tránsito,81.9,88.52,Cadereyta Jiménez
Forma urbana,36.29,72.14,Cadereyta Jiménez
Densidad de la interconexión vial,63.67,100.0,Cadereyta Jiménez
Densidad vial,0.0,55.8,Cadereyta Jiménez
Superﬁcie destinada a vías,45.19,60.63,Cadereyta Jiménez
CALIDAD DE VIDA,61.41,66.67,Cadereyta Jiménez
Salud,71.79,67.08,Cadereyta Jiménez
Esperanza de vida al nacer,73.19,73.19,Cadereyta Jiménez
Tasa de mortalidad de menores de 5 años,70.4,60.97,Cadereyta Jiménez
Educación,89.9,95.22,Cadereyta Jiménez
Tasa de alfabetización,95.87,95.8,Cadereyta Jiménez
Promedio de años de escolaridad,83.93,94.63,Cadereyta Jiménez
Seguridad y protección,48.54,61.63,Cadereyta Jiménez
Tasa de homicidios,48.54,61.63,Cadereyta Jiménez
Espacio público,35.41,42.78,Cadereyta Jiménez
Accesibilidad al espacio público abierto,42.5,54.65,Cadereyta Jiménez
Áreas verdes per cápita,28.33,30.91,Cadereyta Jiménez
EQUIDAD E INCLUSIÓN SOCIAL,74.37,77.3,Cadereyta Jiménez
Equidad económica,55.6,57.6,Cadereyta Jiménez
Coeﬁciente de Gini,60.1,59.06,Cadereyta Jiménez
Tasa de pobreza,51.1,56.14,Cadereyta Jiménez
Inclusión social,86.52,83.03,Cadereyta Jiménez
Viviendas en barrios precarios,96.04,95.92,Cadereyta Jiménez
Desempleo juvenil,77.0,70.14,Cadereyta Jiménez
Inclusión de género,81.0,91.25,Cadereyta Jiménez
Inscripción equitativa en educación a nivel secundario,81.0,91.25,Cadereyta Jiménez
SOSTENIBILIDAD AMBIENTAL,38.89,48.64,Cadereyta Jiménez
Calidad del aire,23.04,48.69,Cadereyta Jiménez
Número de estaciones de monitoreo,,100.0,Cadereyta Jiménez
Concentraciones de material particulado,0.0,0.0,Cadereyta Jiménez
Concentración de CO2,46.08,46.08,Cadereyta Jiménez
Manejo de residuos,93.62,97.23,Cadereyta Jiménez
Recolección de residuos sólidos,87.24,94.47,Cadereyta Jiménez
Tratamiento de aguas residuales,100.0,100.0,Cadereyta Jiménez
Energía,0.0,0.0,Cadereyta Jiménez
Proporción de generación de energía renovable,0.0,0.0,Cadereyta Jiménez
GOBERNANZA Y LEGISLACIÓN URBANA,28.93,39.95,Cadereyta Jiménez
Participación y rendición de cuentas,55.13,57.48,Cadereyta Jiménez
Participación electoral,55.13,57.48,Cadereyta Jiménez
Capacidad institucional y ﬁnanzas municipales,31.66,62.36,Cadereyta Jiménez
Recaudación de ingresos propios,3.97,27.23,Cadereyta Jiménez
Deuda subnacional,0.0,60.99,Cadereyta Jiménez
Eﬁciencia del gasto local,91.0,98.87,Cadereyta Jiménez
Gobernanza de la urbanización,0.0,0.0,Cadereyta Jiménez
Eﬁciencia en el uso de suelo,0.0,0.0,Cadereyta Jiménez
PRODUCTIVIDAD,46.08,66.09,El Carmen
Crecimiento económico,37.98,59.52,El Carmen
Producto urbano per cápita,0.0,58.75,El Carmen
Relación de dependencia de la tercera edad,75.96,60.29,El Carmen
Aglomeración económica,30.47,76.14,El Carmen
Densidad económica,30.47,76.14,El Carmen
Empleo,69.79,69.19,El Carmen
Tasa de desempleo,81.95,79.15,El Carmen
Relación empleo-población,57.62,59.24,El Carmen
INFRAESTRUCTURA DE DESARROLLO,42.98,60.21,El Carmen
Infraestructura de vivienda,70.93,82.65,El Carmen
Vivienda durable,97.84,95.4,El Carmen
Acceso a agua mejorada,70.03,94.0,El Carmen
Espacio habitable suﬁciente,100.0,100.0,El Carmen
Densidad poblacional,15.85,41.19,El Carmen
Infraestructura social,25.33,53.76,El Carmen
Densidad de médicos,25.33,53.76,El Carmen
Infraestructura de comunicaciones,25.96,38.89,El Carmen
Acceso a Internet,8.48,34.35,El Carmen
Velocidad de banda ancha promedio,43.44,43.44,El Carmen
Movilidad urbana,34.8,53.59,El Carmen
Longitud de transporte masivo,0.0,18.66,El Carmen
Fatalidades de tránsito,69.6,88.52,El Carmen
Forma urbana,57.9,72.14,El Carmen
Densidad de la interconexión vial,78.91,100.0,El Carmen
Densidad vial,35.96,55.8,El Carmen
Superﬁcie destinada a vías,58.84,60.63,El Carmen
CALIDAD DE VIDA,60.18,66.67,El Carmen
Salud,63.56,67.08,El Carmen
Esperanza de vida al nacer,73.19,73.19,El Carmen
Tasa de mortalidad de menores de 5 años,53.93,60.97,El Carmen
Educación,81.34,95.22,El Carmen
Tasa de alfabetización,95.89,95.8,El Carmen
Promedio de años de escolaridad,66.79,94.63,El Carmen
Seguridad y protección,49.04,61.63,El Carmen
Tasa de homicidios,49.04,61.63,El Carmen
Espacio público,46.8,42.78,El Carmen
Accesibilidad al espacio público abierto,71.52,54.65,El Carmen
Áreas verdes per cápita,22.08,30.91,El Carmen
EQUIDAD E INCLUSIÓN SOCIAL,76.05,77.3,El Carmen
Equidad económica,61.5,57.6,El Carmen
Coeﬁciente de Gini,69.64,59.06,El Carmen
Tasa de pobreza,53.37,56.14,El Carmen
Inclusión social,78.07,83.03,El Carmen
Viviendas en barrios precarios,84.86,95.92,El Carmen
Desempleo juvenil,71.28,70.14,El Carmen
Inclusión de género,88.57,91.25,El Carmen
Inscripción equitativa en educación a nivel secundario,88.57,91.25,El Carmen
SOSTENIBILIDAD AMBIENTAL,30.09,48.64,El Carmen
Calidad del aire,23.04,48.69,El Carmen
Número de estaciones de monitoreo,,100.0,El Carmen
Concentraciones de material particulado,0.0,0.0,El Carmen
Concentración de CO2,46.08,46.08,El Carmen
Manejo de residuos,67.22,97.23,El Carmen
Recolección de residuos sólidos,97.73,94.47,El Carmen
Tratamiento de aguas residuales,36.71,100.0,El Carmen
Energía,0.0,0.0,El Carmen
Proporción de generación de energía renovable,0.0,0.0,El Carmen
GOBERNANZA Y LEGISLACIÓN URBANA,32.87,39.95,El Carmen
Participación y rendición de cuentas,57.01,57.48,El Carmen
Participación electoral,57.01,57.48,El Carmen
Capacidad institucional y ﬁnanzas municipales,41.6,62.36,El Carmen
Recaudación de ingresos propios,24.8,27.23,El Carmen
Deuda subnacional,0.0,60.99,El Carmen
Eﬁciencia del gasto local,100.0,98.87,El Carmen
Gobernanza de la urbanización,0.0,0.0,El Carmen
Eﬁciencia en el uso de suelo,0.0,0.0,El Carmen
PRODUCTIVIDAD,62.06,66.09,Ciénega de Flores
Crecimiento económico,56.63,59.52,Ciénega de Flores
Producto urbano per cápita,33.79,58.75,Ciénega de Flores
Relación de dependencia de la tercera edad,79.47,60.29,Ciénega de Flores
Aglomeración económica,55.2,76.14,Ciénega de Flores
Densidad económica,55.2,76.14,Ciénega de Flores
Empleo,74.34,69.19,Ciénega de Flores
Tasa de desempleo,78.79,79.15,Ciénega de Flores
Relación empleo-población,69.89,59.24,Ciénega de Flores
INFRAESTRUCTURA DE DESARROLLO,44.73,60.21,Ciénega de Flores
Infraestructura de vivienda,79.55,82.65,Ciénega de Flores
Vivienda durable,99.18,95.4,Ciénega de Flores
Acceso a agua mejorada,99.57,94.0,Ciénega de Flores
Espacio habitable suﬁciente,100.0,100.0,Ciénega de Flores
Densidad poblacional,19.46,41.19,Ciénega de Flores
Infraestructura social,26.76,53.76,Ciénega de Flores
Densidad de médicos,26.76,53.76,Ciénega de Flores
Infraestructura de comunicaciones,27.31,38.89,Ciénega de Flores
Acceso a Internet,11.18,34.35,Ciénega de Flores
Velocidad de banda ancha promedio,43.44,43.44,Ciénega de Flores
Movilidad urbana,18.23,53.59,Ciénega de Flores
Longitud de transporte masivo,0.0,18.66,Ciénega de Flores
Fatalidades de tránsito,36.46,88.52,Ciénega de Flores
Forma urbana,71.79,72.14,Ciénega de Flores
Densidad de la interconexión vial,100.0,100.0,Ciénega de Flores
Densidad vial,61.51,55.8,Ciénega de Flores
Superﬁcie destinada a vías,53.85,60.63,Ciénega de Flores
CALIDAD DE VIDA,59.86,66.67,Ciénega de Flores
Salud,71.35,67.08,Ciénega de Flores
Esperanza de vida al nacer,73.19,73.19,Ciénega de Flores
Tasa de mortalidad de menores de 5 años,69.51,60.97,Ciénega de Flores
Educación,80.02,95.22,Ciénega de Flores
Tasa de alfabetización,95.96,95.8,Ciénega de Flores
Promedio de años de escolaridad,64.07,94.63,Ciénega de Flores
Seguridad y protección,46.04,61.63,Ciénega de Flores
Tasa de homicidios,46.04,61.63,Ciénega de Flores
Espacio público,42.02,42.78,Ciénega de Flores
Accesibilidad al espacio público abierto,76.69,54.65,Ciénega de Flores
Áreas verdes per cápita,7.35,30.91,Ciénega de Flores
EQUIDAD E INCLUSIÓN SOCIAL,72.02,77.3,Ciénega de Flores
Equidad económica,59.18,57.6,Ciénega de Flores
Coeﬁciente de Gini,64.42,59.06,Ciénega de Flores
Tasa de pobreza,53.94,56.14,Ciénega de Flores
Inclusión social,82.46,83.03,Ciénega de Flores
Viviendas en barrios precarios,91.87,95.92,Ciénega de Flores
Desempleo juvenil,73.05,70.14,Ciénega de Flores
Inclusión de género,74.42,91.25,Ciénega de Flores
Inscripción equitativa en educación a nivel secundario,74.42,91.25,Ciénega de Flores
SOSTENIBILIDAD AMBIENTAL,25.26,48.64,Ciénega de Flores
Calidad del aire,23.04,48.69,Ciénega de Flores
Número de estaciones de monitoreo,,100.0,Ciénega de Flores
Concentraciones de material particulado,0.0,0.0,Ciénega de Flores
Concentración de CO2,46.08,46.08,Ciénega de Flores
Manejo de residuos,52.74,97.23,Ciénega de Flores
Recolección de residuos sólidos,81.79,94.47,Ciénega de Flores
Tratamiento de aguas residuales,23.68,100.0,Ciénega de Flores
Energía,0.0,0.0,Ciénega de Flores
Proporción de generación de energía renovable,0.0,0.0,Ciénega de Flores
GOBERNANZA Y LEGISLACIÓN URBANA,34.4,39.95,Ciénega de Flores
Participación y rendición de cuentas,53.28,57.48,Ciénega de Flores
Participación electoral,53.28,57.48,Ciénega de Flores
Capacidad institucional y ﬁnanzas municipales,49.93,62.36,Ciénega de Flores
Recaudación de ingresos propios,46.07,27.23,Ciénega de Flores
Deuda subnacional,3.72,60.99,Ciénega de Flores
Eﬁciencia del gasto local,100.0,98.87,Ciénega de Flores
Gobernanza de la urbanización,0.0,0.0,Ciénega de Flores
Eﬁciencia en el uso de suelo,0.0,0.0,Ciénega de Flores
PRODUCTIVIDAD,72.12,66.09,García
Crecimiento económico,73.31,59.52,García
Producto urbano per cápita,46.62,58.75,García
Relación de dependencia de la tercera edad,100.0,60.29,García
Aglomeración económica,67.68,76.14,García
Densidad económica,67.68,76.14,García
Empleo,75.37,69.19,García
Tasa de desempleo,82.0,79.15,García
Relación empleo-población,68.75,59.24,García
INFRAESTRUCTURA DE DESARROLLO,49.51,60.21,García
Infraestructura de vivienda,79.54,82.65,García
Vivienda durable,88.92,95.4,García
Acceso a agua mejorada,95.67,94.0,García
Espacio habitable suﬁciente,100.0,100.0,García
Densidad poblacional,33.58,41.19,García
Infraestructura social,18.3,53.76,García
Densidad de médicos,18.3,53.76,García
Infraestructura de comunicaciones,27.63,38.89,García
Acceso a Internet,11.82,34.35,García
Velocidad de banda ancha promedio,43.44,43.44,García
Movilidad urbana,42.13,53.59,García
Longitud de transporte masivo,0.0,18.66,García
Fatalidades de tránsito,84.26,88.52,García
Forma urbana,79.94,72.14,García
Densidad de la interconexión vial,100.0,100.0,García
Densidad vial,73.81,55.8,García
Superﬁcie destinada a vías,66.02,60.63,García
CALIDAD DE VIDA,63.48,66.67,García
Salud,65.62,67.08,García
Esperanza de vida al nacer,73.19,73.19,García
Tasa de mortalidad de menores de 5 años,58.04,60.97,García
Educación,93.48,95.22,García
Tasa de alfabetización,96.03,95.8,García
Promedio de años de escolaridad,90.93,94.63,García
Seguridad y protección,57.98,61.63,García
Tasa de homicidios,57.98,61.63,García
Espacio público,36.85,42.78,García
Accesibilidad al espacio público abierto,52.15,54.65,García
Áreas verdes per cápita,21.56,30.91,García
EQUIDAD E INCLUSIÓN SOCIAL,70.78,77.3,García
Equidad económica,47.98,57.6,García
Coeﬁciente de Gini,54.3,59.06,García
Tasa de pobreza,41.66,56.14,García
Inclusión social,82.83,83.03,García
Viviendas en barrios precarios,89.19,95.92,García
Desempleo juvenil,76.48,70.14,García
Inclusión de género,81.53,91.25,García
Inscripción equitativa en educación a nivel secundario,81.53,91.25,García
